V,E,F,countbasetissues,basetissues,countatissues,atissues,countbtissues,btissues,from,to
78,109,56,1,512,7,130048,8,255,37593288,37100425
74,110,56,1,32768,7,97792,8,255,37353671,37589794
18,17,54,2,4100,9,28235,6,98736,50946287,51824067
21,20,54,1,16,6,430,9,130624,19659741,19866539
15,16,54,2,69632,6,60928,9,511,50883516,52790567
11,10,50,1,16,5,110,10,130944,11191937,10654924
14,14,49,2,272,7,239,7,97792,23012111,23345425
11,10,49,2,320,7,191,7,97792,23012111,23345425
25,24,48,1,1,8,30222,6,98736,50940817,51824067
73,103,48,2,3072,6,127488,8,255,37353671,37589794
77,106,48,2,9216,6,121344,8,255,36669223,37100425
65,91,48,2,66560,6,64000,8,255,37353671,37589794
67,102,48,2,67584,6,62976,8,255,37536784,37427718
77,115,48,1,4096,6,125952,8,255,37586548,37427718
65,92,48,2,73728,6,56832,8,255,37574792,37551277
66,97,48,2,81920,6,48640,8,255,37536784,37427718
15,14,45,2,68,9,32267,5,65968,51799338,52602240
13,14,45,2,66048,5,31744,9,511,50847702,52826591
19,18,42,2,6,7,30217,6,98736,50946287,51824067
22,21,42,2,12,7,30211,6,98736,51799338,52602240
15,15,42,2,2064,7,32975,6,14112,48445628,48331525
14,13,42,1,16384,7,32975,6,14112,48445628,48331525
77,111,40,2,384,8,130560,5,31,39819029,39969759
95,139,40,2,640,8,130304,5,31,39841796,39969759
95,137,40,2,4224,8,126720,5,31,39841796,39969759
99,139,40,2,16512,8,114432,5,31,39651943,40244857
81,111,40,2,32896,8,98048,5,31,40315514,41933379
85,118,40,2,65664,8,65280,5,31,39841796,39969759
34,35,40,1,256,5,174,8,114240,19659741,19866539
77,111,40,2,17408,5,112640,8,255,37100425,37377244
80,114,40,2,10240,5,119808,8,255,37353671,37589794
77,114,40,2,18432,5,111616,8,255,37579119,37551277
39,47,40,1,8192,4,7680,10,98751,1242098,1419191
86,131,36,2,65,4,30,9,130816,23291581,23066999
34,40,36,1,4,3,74,12,130992,42067801,40342479
95,139,36,2,80,4,15,9,130816,23401530,55047375
15,15,36,2,144,6,34894,6,14112,48410976,48314074
12,11,36,2,32832,6,430,6,32256,22677346,23586293
17,20,36,1,64,4,46,9,65041,19640879,19195400
10,9,36,2,65664,4,32868,9,32529,36282470,36527728
11,12,36,2,66560,4,29184,9,511,50883516,52790567
15,16,36,2,81920,4,46080,9,511,50879708,52790567
14,13,35,2,144,5,107,7,32512,60983110,61424054
10,10,35,2,272,7,32384,5,79,39759338,40244857
25,28,35,2,65568,7,65024,5,279,46105988,47237343
63,87,35,2,576,7,130048,5,31,40244857,54964811
62,82,35,2,1088,7,129536,5,31,40244857,54964811
59,83,35,2,4160,7,126464,5,31,40244857,54964811
74,97,35,2,16448,7,114176,5,31,37534765,37551277
91,133,35,3,3200,7,127744,5,31,39841796,39969759
