V,E,F,countbasetissues,basetissues,countatissues,atissues,countbtissues,btissues,from,to
14,13,63,1,32,7,32512,9,98527,58681921,59001002
15,14,56,1,32,7,32512,8,98519,74364170,74533358
17,16,55,1,8,5,230,11,130833,50292533,51305010
13,12,55,1,32,5,206,11,130833,50275503,51305010
15,14,55,1,128,5,110,11,130833,50292533,51305010
10,9,50,2,16448,10,16046,5,98577,31832767,32105958
15,15,50,1,128,5,110,10,130577,38192477,37801940
10,9,49,2,48,7,98383,7,32512,58166664,58334738
40,39,48,2,32896,8,65903,6,30224,14751040,14909176
15,14,48,2,8448,6,24096,8,98519,74377651,74533358
10,9,48,1,512,6,97280,8,495,163004333,167658265
25,24,45,2,16392,9,15895,5,98528,15002361,16618263
13,12,45,2,2064,9,128769,5,110,145614414,145826310
14,13,45,2,16400,9,114433,5,110,143550027,145584289
35,36,45,2,2304,5,30208,9,98527,58681921,59001002
13,12,44,2,66,4,172,11,130833,5427880,10352775
10,9,44,1,2,4,2124,11,96177,141964732,141705591
25,24,44,1,2,11,32620,4,98321,80112931,80404474
13,12,44,2,36,4,202,11,130833,5427880,10352775
22,22,44,1,32,11,32590,4,98321,80529748,80018150
25,24,44,1,256,11,32366,4,98321,80529748,80018150
11,10,42,1,1,6,98446,7,32272,121871803,122341966
10,9,42,2,80,7,98351,6,32256,58156188,57857358
17,18,42,1,16,7,98475,6,32256,18323488,17239877
10,9,42,2,65568,7,33227,6,32256,18323488,17239877
13,12,42,2,2560,6,5166,7,115089,76793600,76433305
17,16,42,1,4096,6,1582,7,115089,76793600,76433305
10,9,40,1,1,4,142,10,65360,87929373,87242006
21,20,40,1,2,4,172,10,130832,94618520,94315430
10,9,40,2,40,8,16134,5,98449,52248814,52406013
32,31,40,2,4104,8,27671,5,98528,15002361,16618263
10,9,40,1,8,4,226,10,130577,102840434,102586449
10,9,40,2,272,8,130560,5,47,141005079,141348341
13,12,40,2,65552,8,65280,5,47,141005079,141348341
16,16,40,2,160,4,78,10,130832,17199653,16935032
10,9,40,1,64,5,98318,8,32528,143203233,143550027
18,17,40,1,128,4,46,10,130832,94618520,94315430
18,17,40,2,1280,5,14880,8,98519,74373746,74533358
58,68,40,2,17408,4,14848,10,98559,58675223,58334738
13,12,40,1,1024,4,14848,10,98559,133469740,133446190
30,45,40,2,10240,5,71424,8,255,67590652,66493051
13,12,40,1,2048,4,13824,10,98559,133469740,133446190
99,100,40,1,2048,4,22016,10,98807,80396332,80261152
97,97,40,1,4096,4,19968,10,98807,80396332,80261152
12,11,39,1,64,3,14,13,130993,151122338,151065177
24,24,36,2,5,12,32746,3,98320,126625444,126851621
15,14,36,2,33,12,32718,3,98320,125882970,126112867
13,12,36,2,129,12,32622,3,98320,125882970,126112867
16,15,36,2,513,12,32238,3,98320,125898536,125699568
17,16,36,2,2049,12,30702,3,98320,126625444,126851621
17,16,36,2,4097,12,28654,3,98320,126625444,126851621
16,15,36,2,16385,12,16366,3,98320,125898536,125699568
22,21,36,2,65537,6,33002,6,32256,18323488,17239877
12,11,36,2,34,4,29,9,130816,148107024,148650822
13,12,36,2,34,9,100573,4,13824,11027249,10759934
31,31,36,1,2,4,172,9,130576,178269155,177657904
13,12,36,2,36,9,100571,4,13824,11027249,10759934
17,17,36,2,260,12,130587,3,224,49740341,49962802
17,17,36,2,1028,12,129819,3,224,49740341,49962802
17,17,36,2,2052,12,128795,3,224,49740341,49962802
49,78,36,2,520,9,130054,4,240,122949896,122760488
10,9,36,2,48,9,22287,4,98496,174969539,175132101
12,11,36,2,96,4,142,9,113937,5427880,10352775
10,9,36,2,160,4,78,9,113937,5407311,7868897
10,9,36,2,4128,9,18207,4,98496,174969539,175132101
32,46,36,1,32,4,78,9,122385,38922226,38469848
29,37,36,1,64,12,32686,3,98320,125692710,126112867
16,15,36,1,64,4,46,9,130576,94617188,94315430
12,11,36,1,128,12,32622,3,65553,80057285,80404474
32,46,36,1,128,4,78,9,122385,38922226,38469848
36,37,36,3,17152,4,15360,9,98527,58681921,59001002
34,35,36,3,20736,4,11776,9,98527,58681921,59001002
11,10,36,1,32768,6,32256,6,126,178460015,178320598
10,9,35,3,19,5,98348,7,32512,58166664,58334738
18,17,35,2,5,5,98346,7,32512,58166664,58334738
11,10,35,3,25,5,98342,7,32512,58166664,58334738
11,10,35,3,33296,7,97536,5,47,140957641,141016832
10,9,35,3,33808,7,97024,5,47,140909274,140811407
10,9,35,3,34832,7,96000,5,47,140957641,141016832
22,24,35,2,160,5,32846,7,32512,58161322,57788470
18,17,35,2,192,7,6702,5,98577,31817689,32176215
18,18,35,2,1088,7,6702,5,98577,31592971,31824630
85,84,35,1,64,5,98348,7,32272,14583658,14872249
10,9,35,4,6784,7,9326,5,98577,31832767,32105958
15,14,35,1,1024,5,4646,7,115089,76793600,76433305
34,46,35,1,16384,5,14080,7,254,67566525,66493051
41,49,35,1,65536,5,46592,7,254,67577768,68663395
25,25,33,3,11,11,32740,3,98320,125950241,126851621
16,15,33,3,259,11,32492,3,98320,126625444,126851621
17,16,33,3,1027,11,31724,3,98320,125950241,126851621
16,15,33,3,8195,11,24556,3,98320,126625444,126851621
29,38,33,2,34,11,32716,3,98320,125929583,126851621
14,13,33,2,34,3,76,11,130833,5427880,10352775
20,25,33,2,66,3,44,11,130833,149233249,149379191
