V,E,F,countbasetissues,basetissues,countatissues,atissues,countbtissues,btissues,from,to
18,17,60,1,1,6,238,10,130832,20081378,20522812
16,15,60,1,4,6,235,10,130832,20066923,20522812
18,17,60,1,8,6,231,10,130832,20070585,20522812
20,19,50,1,2,5,233,10,130832,20081378,20522812
41,53,50,2,65600,5,32814,10,32657,26278454,27862692
33,40,50,1,64,5,174,10,130577,85977732,86272412
31,31,50,1,256,5,174,10,130577,85857032,86232425
10,9,49,1,8,7,26182,7,104593,107547231,107771434
73,95,48,2,49152,6,81408,8,255,9875607,10288352
11,10,45,2,4352,9,60942,5,241,68341500,68062479
18,22,44,1,2,4,108,11,98193,27606640,27598387
14,16,44,1,4,4,106,11,130960,51981347,52207595
19,20,40,2,513,5,31744,8,98542,25493052,25398918
20,21,40,2,1025,5,31232,8,98542,25493052,25398918
20,22,40,2,2049,5,30208,8,98542,25493052,25398918
19,20,40,2,4097,5,28160,8,98542,25493052,25398918
19,20,40,2,8193,5,24064,8,98542,25493052,25398918
19,21,40,2,16385,5,15872,8,98542,25493052,25398918
59,117,40,2,34,4,29,10,130944,10200806,10288352
34,49,40,2,258,10,130569,4,240,60188817,59988448
38,56,40,2,2050,10,128777,4,240,60243240,59981298
37,53,40,2,16386,10,114441,4,240,60243240,59981298
35,54,40,2,32770,10,98057,4,240,60243240,59981298
37,56,40,2,65538,10,65289,4,240,60236212,59981298
43,59,40,2,12,10,130817,4,240,62574829,59988448
45,57,40,2,260,10,130569,4,240,60237353,62539483
47,64,40,2,516,10,130313,4,240,60237353,62539483
48,65,40,2,2052,10,128777,4,240,60237353,62539483
47,65,40,2,8196,10,122633,4,240,60237353,62539483
46,62,40,2,16388,10,114441,4,240,62881965,64849224
48,65,40,2,32772,10,98057,4,240,60237353,62539483
43,59,40,2,65540,10,65289,4,240,60237353,62539483
52,59,40,1,4,4,170,10,130577,85872682,86232425
10,11,40,1,8,4,102,10,130832,52294948,52373048
16,16,40,2,528,5,31744,8,33262,80453788,80325291
25,25,40,2,2064,4,29696,10,98799,80453788,80325291
25,25,40,2,8208,4,23552,10,98799,80453788,80325291
68,83,40,3,74752,5,55808,8,255,9875607,10288352
62,75,40,3,77824,5,52736,8,255,9875607,10288352
13,12,39,1,1,3,14,13,131056,16326223,16501241
61,126,36,2,33,4,30,9,98176,10229370,10288352
12,12,36,2,16385,9,13998,4,98624,29466825,30908348
11,12,36,2,514,9,30124,4,98321,80596530,80325291
32,37,36,2,2050,9,95772,4,480,65101094,64969911
16,19,36,2,12,3,98,12,130961,27608337,27598387
16,20,36,2,36,3,74,12,130961,27608337,27598387
56,109,36,2,36,4,27,9,98176,10202853,10288352
50,71,36,2,1028,9,129545,4,240,60237353,62539483
15,14,36,1,4,4,9792,9,104881,107556073,107771434
60,117,36,2,40,4,23,9,98176,10229370,10288352
